gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0,0,1,-1.2436586020971927,1,0,0,2,0,0,0,0,2,0,1,1,-0.1217899732061579,-0.9568060712345968
1,0,1,1,0.8445907216308772,1,2,0,2,0,2,2,2,2,0,0,2,0.6925245804532133,1.0273956851771797
0,0,1,0,1.2949974385134022,1,0,1,2,0,0,2,2,2,1,1,3,1.0647826621260688,1.7778540513400694
1,0,0,0,-0.6294676245301133,1,0,0,2,2,0,0,0,0,0,1,1,-0.3112427469146648,-0.5996616864073644
1,0,0,0,0.8445907216308772,1,0,2,1,1,1,1,1,1,2,0,1,-1.5077865808631286,-0.5482465055429143
1,0,0,0,-1.2846046672683313,1,0,0,2,0,0,0,0,0,0,1,3,-0.47078192477445985,-0.9900591211705647
0,0,1,1,0.6398603957751842,1,0,1,2,0,2,0,2,2,1,1,0,1.1578471825442826,1.1869661347702425
0,0,0,1,-0.997982211070361,0,1,0,2,0,0,0,0,2,0,1,2,-0.876277335168106,-0.8662826522394736
0,0,0,1,-0.9160900807280837,1,0,1,0,0,2,2,2,0,0,1,2,0.8720061555454826,-0.5863162763333946
1,0,1,0,0.3122918744060751,1,0,1,0,2,2,0,0,0,1,0,2,0.5296616697213389,0.37190184301747253
0,0,1,1,-0.015276646963033904,1,0,0,2,2,2,2,0,2,2,0,3,0.290352902931646,0.011354820522373594
1,1,1,0,0.3532379395772137,1,0,1,0,2,0,0,2,2,0,1,2,0.9866749396322104,0.6894960887182049
0,0,0,0,-0.30189910316100427,1,2,1,0,2,0,0,2,2,0,1,2,1.1761277133407173,0.04268560112649487
1,0,0,1,-0.42473729867442017,1,2,1,0,2,0,0,2,0,0,1,1,0.8055314981039012,-0.15102170039418975
0,0,0,0,1.6225659598825113,1,2,2,1,1,1,1,1,1,2,0,1,-1.310024474974424,-0.1876773879980241
1,0,0,0,-0.3428451683321429,1,2,2,1,1,1,1,1,1,1,0,2,-1.3382762043870962,-0.7505708764822219
1,0,0,0,-0.3428451683321429,1,0,0,2,2,0,2,0,0,0,0,0,-0.14671796974675091,-0.3757946419214996
0,1,0,0,1.2949974385134022,1,2,0,0,2,2,2,0,2,0,0,1,0.3252520980884766,1.1393071123703207
1,0,0,0,-1.202712536926054,1,2,1,0,2,2,0,2,2,0,0,3,1.4320551444908056,-0.8738833493676949
1,0,0,0,-1.2846046672683313,1,2,0,0,0,0,0,0,0,0,1,1,-0.5006955206231717,-0.9904568320668087
1,1,0,0,1.2540513733422636,1,2,1,2,2,2,0,2,2,0,1,0,1.480249271135952,2.0947412554474787
0,0,0,1,-0.7932518852146678,1,0,0,0,0,2,2,0,0,0,0,3,-0.37937927079228556,-0.6951343965557479
1,0,0,0,-0.5066294290166974,0,1,0,2,2,2,2,2,0,0,1,1,-0.32786141127506013,-0.49740579597303924
0,0,1,1,0.8855367868020159,1,2,0,0,2,2,2,2,2,0,1,2,0.7091432448136087,0.9867186985113212
0,0,1,1,0.23039974406379785,1,0,2,1,1,1,1,1,1,1,0,1,-1.5044628479910496,-0.6752488517435412
1,1,0,0,-1.2846046672683313,1,0,1,0,0,0,0,0,0,0,1,2,0.16238918735660215,-0.9816409072000638
1,0,0,0,1.4178356340268181,0,1,0,2,0,0,2,2,0,2,0,2,-0.6967957600758365,0.35619226261582915
1,0,0,0,0.9264828519731545,1,2,1,0,0,0,0,2,2,0,1,2,1.0614589292539895,1.3225192652401183
1,0,1,1,0.8445907216308772,1,2,0,2,2,0,2,0,0,1,0,0,-0.023739853479825365,0.5304559203201341
0,0,1,1,-0.13811484247644978,1,2,2,1,1,1,1,1,1,2,0,3,-1.2884202113059102,-0.706424966999123
0,0,0,0,-0.7523058200435292,1,0,0,2,0,0,2,0,0,1,0,3,-0.30459528117050655,-0.6610859248272917
0,0,0,0,0.6398603957751842,1,0,0,2,0,2,2,0,0,1,1,1,-0.15004170261883001,0.2674585426538047
0,0,1,0,0.6398603957751842,1,2,0,0,0,2,2,0,2,1,1,3,0.15574172161244393,0.5057315596036236
1,0,0,1,-1.2846046672683313,1,0,0,0,0,0,2,0,2,0,1,3,-0.1766315655954627,-0.9861482973574973
1,0,1,1,0.4760761350906296,1,2,2,1,1,1,1,1,1,1,0,2,-1.3299668722068985,-0.5645526522889239
1,0,1,1,0.5170222002617683,1,2,1,0,2,2,0,0,2,0,1,0,1.0332071998413175,0.9569345713925936
0,0,0,0,0.9674289171442931,1,0,1,0,2,0,0,0,0,0,1,2,0.2986622351118437,0.7961709891107982
1,0,0,0,-0.7523058200435292,0,1,0,0,2,0,0,0,0,0,1,3,-1.1222335677019568,-0.8269976537104696
1,0,0,0,-1.2436586020971927,1,0,1,0,0,0,0,0,0,0,1,1,0.21390704687382758,-0.9427536195673041
1,1,1,0,0.1485076137215206,1,0,0,0,0,2,2,0,0,1,0,1,-0.35777500712377164,-0.13182110212551468
0,0,0,0,-1.1208204065837768,0,1,0,0,0,2,0,0,2,0,0,2,-0.8430400064473154,-0.9193328667884828
0,0,1,1,1.4997277643690954,1,2,0,2,0,0,2,0,0,2,0,1,-0.11514250746199992,0.7815882562485132
1,0,1,1,1.213105308171125,1,0,1,2,2,2,2,2,2,2,0,3,1.4387026102349638,2.00379803050632
0,0,0,0,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,0,3,-1.4944916493748124,-1.0036696718420306
0,0,0,0,0.06661548337924335,1,2,0,0,0,0,2,2,0,0,0,3,0.0045118759328465095,-0.05906210316262944
1,0,1,0,-0.6704136897012519,1,0,1,2,2,0,0,0,0,0,0,0,0.5279998032852994,-0.4285797158730127
0,0,1,1,-0.7523058200435292,1,0,2,1,1,1,1,1,1,2,0,3,-1.5310527109676821,-0.8995357021754415
1,0,1,1,0.6808064609463228,1,2,1,0,0,0,2,2,2,1,1,2,1.0996818572828988,1.1607614057177122
1,0,0,0,-1.2436586020971927,1,0,1,0,0,0,0,2,0,0,1,2,0.5113811389249041,-0.948586712712218
1,0,1,1,-0.2609530379898657,1,0,2,1,1,1,1,1,1,2,1,1,-1.5194196459154055,-0.784553063061304
1,0,1,0,-0.42473729867442017,1,2,1,2,0,0,2,2,0,0,0,1,1.0315453334052782,-0.024836871035842648
1,0,1,1,0.025669418208104724,1,0,0,0,0,2,2,2,2,1,1,3,0.3003241015478836,0.050330488354298854
1,0,1,1,-1.1617664717549154,1,0,2,1,1,1,1,1,1,2,0,1,-1.5077865808631286,-0.9696653902131571
1,0,0,0,-0.547575494187836,1,0,2,1,1,1,1,1,1,2,0,3,-1.50280098155501,-0.8541966600036102
1,0,0,1,1.0083749823154318,1,2,0,2,2,2,2,2,2,2,0,3,0.8204882960282571,1.2024989547735554
1,0,0,0,0.7626985912886,1,0,1,2,0,0,0,2,0,1,0,3,0.714128844121727,0.8731943326834121
1,0,0,0,-1.2846046672683313,1,0,0,0,0,0,0,0,0,0,1,3,-0.6884864278956389,-0.9929535726932303
1,0,0,0,-1.202712536926054,1,0,1,0,2,2,0,0,2,0,0,2,0.8487400254409295,-0.8938351793292756
1,0,1,1,-1.2846046672683313,1,0,2,1,1,1,1,1,1,1,1,2,-1.484520450758575,-1.0035371015432826
0,0,0,0,-0.7113597548723906,0,1,0,2,2,2,2,0,0,1,0,3,-0.6303211026342552,-0.7060272561028789
1,0,0,0,0.8036446564597386,1,2,0,2,0,0,2,2,2,2,1,1,0.4947624745645088,0.851386518539359
1,0,1,0,0.9674289171442931,1,2,1,0,2,0,0,2,2,1,0,1,1.1777895797767568,1.4685675443608808
1,0,0,0,-1.202712536926054,1,2,1,0,0,0,0,0,0,0,1,2,0.401697954146295,-0.9115333142121395
0,0,1,0,-0.2609530379898657,0,1,0,2,0,2,0,0,0,1,0,1,-0.9793130542025571,-0.5800191871428625
0,0,1,0,1.4587816991979567,1,2,1,2,2,2,0,2,2,2,1,0,1.5267815313450588,2.3254798604184503
0,0,0,0,-1.1617664717549154,1,0,0,2,0,0,0,0,0,0,1,0,-0.47576752408257866,-0.9083295319923951
1,0,1,1,1.6225659598825113,1,2,2,1,1,1,1,1,1,2,0,1,-1.306700742102345,-0.1871250117532406
0,0,0,0,0.3122918744060751,1,2,1,0,0,2,2,2,2,1,1,1,1.3655804870492243,0.9032656954494269
1,1,1,1,1.3768895688556795,1,2,1,0,0,2,0,2,2,0,1,1,1.1511997168001242,2.002251377020926
1,0,1,1,-1.2846046672683313,1,0,2,1,1,1,1,1,1,1,0,1,-1.4961535158108519,-1.003691766891822
0,1,0,0,-0.547575494187836,1,0,1,2,2,0,2,2,2,0,1,3,1.334005024764473,-0.12545772778560849
1,0,0,0,0.39418400474835236,1,0,2,1,1,1,1,1,1,1,1,3,-1.506124714427089,-0.6415318057619551
1,0,1,1,0.06661548337924335,1,2,1,0,2,0,0,2,2,0,1,0,1.0913725251027013,0.4944188941104572
0,0,0,0,-1.2846046672683313,1,0,1,0,0,0,0,0,2,0,1,2,0.539632868337576,-0.9766253308974295
1,0,1,1,1.6225659598825113,1,2,0,2,2,2,2,2,2,2,0,1,0.7922365666155853,1.8604895375596837
0,0,0,0,0.7626985912886,1,0,2,1,1,1,1,1,1,1,1,0,-1.4961535158108519,-0.5719103038694403
0,1,1,0,0.9264828519731545,1,2,1,0,2,2,0,0,0,0,1,2,0.6842152482730156,1.141671282697994
0,0,1,1,1.3768895688556795,1,2,1,0,2,2,0,2,2,1,1,1,1.2492498365264568,1.910777870884775
0,1,1,0,-0.09716877730531116,1,2,1,0,2,0,0,2,0,0,1,2,0.8371069603886525,0.14849879457722578
1,1,1,0,0.06661548337924335,1,0,1,2,0,0,2,2,0,1,0,3,0.8404306932607318,0.3701563340839567
0,0,1,0,0.9264828519731545,1,2,1,0,0,2,0,0,0,0,1,2,0.42828781712292746,0.9575974228863339
0,0,0,0,0.8855367868020159,1,2,1,0,0,2,2,0,2,2,1,0,1.0049554704286452,1.2256987570544633
1,0,0,0,1.0083749823154318,0,1,0,0,2,0,0,2,0,0,1,2,-0.8496874721914736,-0.07941164402045438
1,0,1,1,-0.8751440155569451,1,2,1,0,0,0,0,0,0,0,1,2,0.31528089947223903,-0.6438296909402546
1,0,0,0,-1.2436586020971927,1,0,2,1,1,1,1,1,1,0,1,2,-1.50280098155501,-0.9986761905891877
1,1,0,0,-1.1617664717549154,1,0,1,0,0,0,0,0,0,0,0,2,0.1490942558682857,-0.8968401061008978
0,0,1,1,1.6225659598825113,1,2,0,2,2,2,2,2,2,2,0,1,0.8670205562373643,1.9272607780291158
1,0,1,0,0.6398603957751842,1,0,2,1,1,1,1,1,1,2,1,3,-1.489506050066694,-0.5546540699824032
1,0,0,0,-0.2609530379898657,1,0,2,1,1,1,1,1,1,1,1,1,-1.4695636528342193,-0.7493114586441155
0,0,1,1,-0.7113597548723906,1,0,2,1,1,1,1,1,1,0,0,3,-1.4978153822468916,-0.8918466248480549
0,0,0,0,-0.7113597548723906,1,0,1,0,2,0,0,2,0,0,1,0,0.6094312586512366,-0.5131153763746825
1,0,1,0,1.2949974385134022,1,0,1,0,2,2,2,2,2,1,1,1,1.2492498365264568,1.92798991467223
0,0,0,0,1.5816198947113727,1,2,1,0,2,2,2,2,2,2,1,2,1.5417383292694147,2.5157403341716855
1,0,0,0,1.2540513733422636,1,2,0,2,2,2,2,0,0,1,0,0,0.13081372507185093,0.8043461575335945
1,0,0,0,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,1,3,-1.4944916493748124,-1.0036696718420306
0,0,1,1,1.2949974385134022,1,2,1,2,0,0,2,2,2,1,1,0,1.3140626275319989,1.95781823189054
1,0,0,0,0.5170222002617683,1,0,0,2,0,2,0,2,2,0,1,2,0.36846062542550434,0.434231978478845
0,0,1,0,-1.1617664717549154,1,0,2,1,1,1,1,1,1,0,0,3,-1.5044628479910496,-0.9711678535989684
0,0,0,0,-0.05622271213417253,1,2,1,0,0,2,0,0,2,0,1,2,0.8321213610805341,0.22790840352730468
1,0,1,0,1.4587816991979567,1,2,1,0,2,2,2,2,2,2,1,0,1.5001916683684262,2.3512205934253627
1,0,0,0,-0.30189910316100427,1,2,0,2,2,2,2,0,2,0,0,0,0.56123713200609,-0.11593476132554063
1,0,1,1,1.6225659598825113,1,2,2,1,1,1,1,1,1,2,0,0,-1.3332906050789777,-0.23047549944385126
0,0,0,0,0.1485076137215206,1,2,0,0,0,2,0,0,0,1,0,2,-0.30127154829842767,-0.15451271826122162
1,0,0,0,-1.2846046672683313,1,0,0,0,0,0,0,0,0,0,0,2,-0.6934720272037573,-0.9930198578426044
1,0,1,1,-1.32555073243947,1,2,2,1,1,1,1,1,1,2,0,3,-1.313348207846503,
0,0,0,0,-0.30189910316100427,1,0,2,1,1,1,1,1,1,2,0,1,-1.4978153822468916,-0.8024721484420814
0,0,0,0,-0.997982211070361,1,0,2,1,1,1,1,1,1,1,1,3,-1.5177577794793657,-0.9408976353848315
0,0,1,1,0.18945367889265924,1,0,0,2,2,0,0,2,2,1,0,0,0.340208896012832,0.16246286604535332
1,1,0,0,-1.1617664717549154,1,0,1,0,0,2,0,2,2,0,1,2,0.9933224053763687,-0.8258045210217373
0,0,1,1,-0.17906090764758842,1,0,1,2,0,0,0,0,2,1,1,0,0.5977981935989596,0.013100329455889636
0,0,1,0,0.18945367889265924,0,1,0,2,0,0,2,2,0,2,0,2,-0.6469397669946505,-0.30847102520728426
1,0,0,0,-0.997982211070361,1,0,2,1,1,1,1,1,1,0,1,1,-1.4762111185783773,-0.9407429700362919
1,0,1,1,-1.2846046672683313,1,0,0,2,0,0,0,0,0,0,1,3,-0.5355947157800017,-0.990920828112427
0,0,0,1,-0.30189910316100427,1,0,2,1,1,1,1,1,1,0,0,1,-1.489506050066694,-0.8040188019274752
1,0,0,0,-0.2609530379898657,1,2,1,0,0,2,0,2,2,0,1,2,1.112976788771215,0.09905007314420528
0,1,0,0,-0.9570361458992224,1,0,1,0,0,0,0,2,0,0,1,2,0.5313235361573783,-0.6803086181457582
0,0,1,1,-0.4656833638455588,1,0,1,0,2,2,2,2,2,0,1,2,1.2608829015787335,-0.07998611531502912
1,1,0,0,-0.547575494187836,1,2,1,0,0,2,0,0,0,0,1,2,0.49808620743658766,-0.3620957110508683
1,0,0,0,-0.5885215593589747,0,1,0,2,0,2,0,0,0,0,0,3,-1.0391402458999803,-0.7692632886056963
1,0,0,0,-0.015276646963033904,1,2,1,2,2,0,2,2,2,0,1,1,1.4387026102349638,0.5045384269148913
1,1,0,0,-0.38379123350328154,0,1,0,0,0,0,0,0,2,0,1,0,-1.00424105074315,-0.6728846814158677
0,0,1,1,0.9264828519731545,1,2,0,2,2,0,2,2,0,1,1,1,0.3368851631407531,0.8496631046556341
1,0,0,0,0.435130069919491,1,2,2,1,1,1,1,1,1,2,0,0,-1.2767871462536333,-0.5219313012414275
1,1,0,0,-1.2436586020971927,1,0,0,0,0,0,0,0,0,0,1,2,-0.6702058970992039,-0.9710573783500117
0,0,0,0,-1.1208204065837768,1,2,1,0,0,2,2,0,0,0,1,2,0.5944744607268807,-0.827859360652332
1,0,1,1,-0.7523058200435292,1,0,0,2,2,0,0,0,2,2,1,0,-0.11514250746199992,-0.6520711445124248
1,0,0,0,-1.1617664717549154,1,0,0,0,0,0,2,2,0,0,1,2,-0.11846624033407903,-0.9022533932997764
1,0,0,0,-1.1617664717549154,1,0,0,0,0,0,0,0,0,0,0,3,-0.6751914964073226,-0.9149138568302146
0,0,0,0,-0.8341979503858065,1,0,2,1,1,1,1,1,1,0,0,3,-1.4878441836306542,-0.9136544389921083
0,0,1,0,1.4587816991979567,1,2,1,0,2,2,0,0,0,1,0,1,0.7174525769938063,1.534189842241163
1,0,1,0,-0.9160900807280837,1,2,1,0,0,0,0,2,0,0,1,2,0.689200847581134,-0.6528223762053303
0,0,1,0,0.8445907216308772,1,0,1,0,0,2,0,2,2,1,1,0,0.9966461382484476,1.1971298576742593
0,0,1,0,1.3768895688556795,1,2,1,2,2,0,2,0,0,1,0,2,0.8022077652318224,1.5941337123250707
1,0,0,0,-0.22000697281872703,1,0,2,1,1,1,1,1,1,0,1,1,-1.5111103137352078,-0.8090785683296923
0,1,1,1,0.06661548337924335,1,2,1,0,2,0,0,0,0,0,1,3,0.48977687525638997,0.18875597529704885
0,1,0,0,-0.8751440155569451,1,2,1,0,0,0,0,0,2,0,1,1,0.6626109846045015,-0.6117255835934365
0,0,1,0,1.2949974385134022,1,2,2,1,1,1,1,1,1,2,0,3,-1.306700742102345,-0.2546253888657867
0,0,0,0,-0.7932518852146678,1,0,1,0,0,0,0,2,0,0,1,3,0.5662227313142089,-0.5577915670527736
1,0,0,1,-1.202712536926054,1,0,2,1,1,1,1,1,1,0,0,0,-1.484520450758575,-0.9901033112701474
1,0,0,0,-0.3428451683321429,1,0,1,0,2,2,0,0,2,0,1,2,0.8204882960282571,-0.045959738636364315
0,0,1,0,1.4997277643690954,1,0,0,0,2,0,0,0,2,2,1,1,-0.11348064102596024,0.8131178923007566
0,0,1,1,-0.5066294290166974,1,2,1,0,0,2,2,0,2,0,1,0,1.0182504019169616,-0.16569281345564005
0,0,0,0,0.6398603957751842,0,1,0,2,2,0,0,2,0,0,1,2,-0.666882164227125,-0.08246076089165925
1,0,1,0,-0.7932518852146678,0,1,0,2,0,0,2,2,2,0,1,2,-0.3461419420714949,-0.7001057827587996
1,1,0,0,-1.1208204065837768,1,0,1,0,2,0,0,0,2,0,1,2,0.6875389811450945,-0.83194694486373
0,0,1,1,-1.1208204065837768,1,0,1,0,0,0,0,0,0,0,0,1,0.16903665310076038,-0.8708784225960724
1,1,1,0,-1.2846046672683313,1,2,1,0,0,0,0,0,0,0,0,2,0.3136190330361996,-0.9796302576690518
1,0,1,1,-0.09716877730531116,1,2,1,2,2,0,0,2,0,0,1,2,0.9816893403240922,0.2419608551945973
1,0,0,0,-0.7932518852146678,1,2,1,0,0,0,2,2,2,0,0,2,1.1927463777011127,-0.4321370188894186
0,0,1,0,1.1721592429999863,1,0,1,2,2,0,2,0,2,1,0,0,0.9584232102195386,1.5773856645832343
0,0,0,0,-1.1617664717549154,1,0,2,1,1,1,1,1,1,0,0,1,-1.4762111185783773,-0.9758520041547326
0,0,1,1,-0.9160900807280837,1,0,0,0,0,2,2,0,0,0,0,1,-0.3212139455309019,-0.7789851105138862
0,0,1,0,0.3122918744060751,1,2,0,0,2,0,0,2,0,1,0,0,-0.032049185660023266,0.15194562234467504
1,0,1,0,0.435130069919491,1,2,0,2,2,0,2,0,0,0,0,0,0.04605853683383484,0.2722973585581082
0,0,1,0,-1.2846046672683313,0,1,0,0,2,0,0,0,0,0,1,2,-1.1637802286029453,-0.9992727569335538
1,0,0,0,-0.9570361458992224,1,0,0,2,0,2,2,2,0,0,1,3,0.1540798551764045,-0.7237916761351169
0,1,0,0,-1.2846046672683313,1,0,1,0,0,0,0,0,0,0,1,2,0.16571292022868103,-0.9815967171004812
0,0,0,0,-0.547575494187836,1,0,2,1,1,1,1,1,1,1,0,1,-1.4828585843225357,-0.8429281846100264
0,0,0,0,-0.9570361458992224,1,2,1,0,0,0,0,0,0,0,1,1,0.3435326288849114,-0.7323645554541571
1,0,0,0,-0.9570361458992224,1,2,1,2,0,0,0,0,0,0,1,2,0.5412947347736159,-0.6658142654826387
1,0,1,1,-0.5885215593589747,1,0,2,1,1,1,1,1,1,1,0,0,-1.489506050066694,-0.8596099472024886
0,0,1,0,1.4178356340268181,1,2,1,0,2,2,0,2,2,1,1,0,1.3572711548690266,1.999953491842627
0,0,1,0,-0.7932518852146678,1,0,0,0,0,0,0,0,0,1,0,2,-0.7001194929479156,-0.7505708764822219
1,0,0,0,-1.1208204065837768,1,0,0,0,0,2,0,2,2,0,1,2,0.17236038597283926,-0.8593889967045752
1,1,1,0,0.025669418208104724,1,2,1,2,0,2,2,2,2,0,1,0,1.4968679354963474,0.6202281076223515
0,0,0,0,1.213105308171125,1,0,0,2,0,0,2,0,2,2,1,3,0.007835608804925386,0.687419154037819
1,0,1,0,1.6225659598825113,1,2,1,2,2,0,2,0,2,2,1,0,1.1860989119569545,2.224505482872023
1,0,0,0,-0.997982211070361,1,2,1,0,0,0,0,0,2,0,0,0,0.6526397859882644,-0.7196378067743447
0,1,1,0,-1.2846046672683313,1,0,0,0,0,0,0,0,0,0,0,2,-0.626997369762176,-0.9921360558509507
0,0,1,0,0.4760761350906296,1,2,1,2,2,2,2,0,0,0,1,1,1.0049554704286452,0.7818975869455922
1,0,1,0,-0.6294676245301133,1,0,1,0,0,2,0,2,2,1,1,0,1.056473329945871,-0.31061424503704427
0,0,1,1,-0.09716877730531116,1,2,1,0,0,2,0,2,2,0,1,2,1.169480247596559,0.3336332167788703
1,0,1,1,1.4997277643690954,1,2,2,1,1,1,1,1,1,2,1,0,-1.2917439441779892,-0.21856626760631856
0,0,0,0,-0.38379123350328154,1,0,0,0,0,2,0,0,0,0,0,1,-0.5040192534952506,-0.5346580499212398
0,0,0,0,-1.2436586020971927,1,0,1,0,0,2,0,0,2,0,1,3,0.7091432448136087,-0.9334957937047323
0,1,0,0,-1.202712536926054,1,0,0,0,0,0,0,0,0,0,0,2,-0.6602346984829667,-0.956297885089396
0,0,0,0,-0.09716877730531116,1,0,0,2,2,2,2,2,0,1,0,1,0.3252520980884766,0.007709137306802364
1,0,0,0,-1.2846046672683313,1,0,0,0,0,0,0,0,0,0,1,0,-0.6984576265118759,-0.9930861429919784
0,1,0,0,-0.997982211070361,1,2,1,0,0,0,2,2,2,0,1,1,1.1728039804686385,-0.6109743519005308
1,1,1,0,1.090267112657709,1,0,1,2,2,2,0,0,0,1,1,1,0.601121926471039,1.1542433660292668
0,1,0,0,-1.0389282762414995,1,0,0,0,2,0,0,0,0,0,1,3,-0.45083952754198564,-0.8271523190590091
0,0,1,1,0.18945367889265924,1,2,1,0,2,2,0,0,2,0,1,2,1.0066173368646851,0.5487064314477814
1,0,0,1,0.6808064609463228,1,2,1,2,2,2,0,2,2,1,1,1,1.4736018053917939,1.3253916217129926
0,0,1,0,-0.2609530379898657,1,0,0,0,2,2,2,2,2,0,0,0,0.5662227313142089,-0.09395018678315646
0,0,0,0,-1.2846046672683313,1,0,1,0,0,0,0,2,0,0,0,2,0.4881150088203505,-0.977310277440961
0,0,1,0,1.213105308171125,1,2,1,2,2,2,2,2,2,2,0,3,1.6314791168155496,2.032853020981933
0,0,0,0,-0.6294676245301133,1,0,2,1,1,1,1,1,1,1,0,3,-1.506124714427089,-0.8883556069810231
1,0,1,0,0.1485076137215206,1,2,1,0,0,0,0,2,2,0,1,0,1.0016317375565664,0.5077863992342183
1,0,0,1,-0.015276646963033904,1,0,2,1,1,1,1,1,1,2,0,3,-1.474549252142338,-0.7045468877668591
1,0,0,0,-1.2436586020971927,1,0,2,1,1,1,1,1,1,1,0,3,-1.4928297829387727,-0.9913848241580452
0,0,1,1,-0.09716877730531116,1,0,2,1,1,1,1,1,1,2,0,3,-1.5144340466072868,-0.746041391274997
1,0,1,0,-0.4656833638455588,1,2,1,0,0,2,2,2,2,0,1,2,1.3705660863573426,-0.018208356098440414
1,0,1,0,1.3768895688556795,1,2,1,2,0,2,0,2,2,2,1,1,1.368904219921303,2.0726020155565554
1,0,0,0,-0.015276646963033904,1,2,1,0,2,0,0,0,0,0,1,0,0.514704871796983,0.1347777686568033
0,1,1,0,-1.202712536926054,1,0,1,0,0,0,0,2,0,0,1,2,0.5163667382330229,-0.9134555835439861
0,0,1,1,1.4997277643690954,1,0,2,1,1,1,1,1,1,2,0,0,-1.484520450758575,-0.388212059904233
1,0,0,0,-0.9160900807280837,1,0,1,2,2,2,2,2,2,0,1,2,1.5035154012405052,-0.5514281927128675
0,1,0,0,-1.2846046672683313,1,0,1,0,0,0,0,0,0,0,1,2,0.14577052299620682,-0.9818618576979773
1,0,0,0,1.4997277643690954,1,2,0,2,2,2,2,2,2,2,0,3,0.8570493576211272,1.781278784057727
0,1,0,0,-1.1617664717549154,1,2,1,0,0,0,0,2,2,0,1,2,0.9783656074520128,-0.8248986239802923
1,0,1,1,1.3768895688556795,1,2,0,0,0,2,0,2,0,2,1,0,-0.05199158289249771,0.8389691005566252
0,0,0,0,0.10756154855038198,0,1,0,0,0,0,0,0,0,0,0,2,-1.353233002311452,-0.6534189425496965
1,0,1,0,-0.42473729867442017,1,0,1,2,2,0,2,2,2,0,1,2,1.3207100932761566,-0.04887628520882126
0,0,1,1,0.9264828519731545,1,0,2,1,1,1,1,1,1,2,0,1,-1.5111103137352078,-0.5338847231785429
1,0,0,0,-0.9570361458992224,1,0,1,0,0,0,0,0,2,0,1,2,0.5296616697213389,-0.697343901534882
0,0,1,0,0.9264828519731545,1,2,1,2,0,0,0,2,0,0,1,0,0.8287976282084548,1.1791886772436908
0,0,1,0,0.1485076137215206,1,2,1,2,2,2,2,0,2,2,1,1,1.368904219921303,0.6819616767393578
1,1,0,0,-0.22000697281872703,1,2,1,0,2,0,0,0,0,0,1,2,0.551265933389853,-0.07472749346468997
0,0,1,1,1.4178356340268181,1,2,1,2,0,0,2,2,2,2,0,1,1.3905084835898172,2.08504152858908
0,1,1,0,0.8855367868020159,1,2,1,0,2,0,0,2,2,1,1,1,1.2176743742417058,1.3619147390180792
1,0,1,0,1.213105308171125,0,1,0,0,0,0,2,2,0,2,1,0,-0.8596586708077107,0.020457981036405955
1,0,1,1,0.9674289171442931,0,1,0,2,2,0,2,2,0,1,1,3,-0.4275733974374321,0.2623766812017963
0,0,0,0,0.06661548337924335,1,2,1,2,2,2,0,2,2,0,1,3,1.493544202624268,0.5727458456207603
0,0,1,1,0.025669418208104724,1,2,1,0,0,0,0,0,2,0,0,1,0.7074813783775692,0.20086406258270345
0,0,0,0,-1.1208204065837768,1,2,1,0,0,0,0,2,2,0,1,3,0.9650706759636968,-0.7973240018406991
0,0,1,0,-0.6704136897012519,1,0,2,1,1,1,1,1,1,0,0,3,-1.5044628479910496,-0.873507733521242
1,0,1,0,0.06661548337924335,1,2,1,0,2,0,0,0,2,0,0,3,0.7972221659237037,0.31334996107041946
0,1,1,0,1.0493210474865704,1,0,1,2,2,0,2,2,2,1,1,1,1.3506236891248684,1.7297531279443203
0,1,1,0,1.3768895688556795,1,2,0,0,2,2,0,2,0,1,1,0,0.1989502489494717,1.0816390324149212
1,0,0,0,0.18945367889265924,1,0,2,1,1,1,1,1,1,1,0,1,-1.4861823171946147,-0.6652397941880638
0,0,1,1,-1.0798743414126382,1,0,0,0,0,0,0,0,0,0,0,3,-0.6436160341225714,-0.8864333376491764
1,0,0,0,1.3359435036845408,1,2,0,0,2,2,2,0,2,2,1,1,0.3102953001641207,1.1111580189361523
1,0,0,0,0.7626985912886,1,0,2,1,1,1,1,1,1,2,0,3,-1.4762111185783773,-0.5517154283601549
1,0,0,0,-1.2436586020971927,1,0,0,0,0,0,0,0,0,0,0,2,-0.64860163343069,-0.9729133625324842
1,0,0,0,-0.5885215593589747,1,0,0,2,0,2,2,2,0,0,1,2,0.11585692714749504,-0.43808058728328925
0,0,1,0,0.7626985912886,1,0,0,2,2,0,2,0,0,1,1,0,-0.14505610331071148,0.37738141536572506
0,0,0,0,-0.9570361458992224,1,0,2,1,1,1,1,1,1,0,0,3,-1.4828585843225357,-0.9302036312858224
1,0,0,0,-0.7113597548723906,1,2,1,2,0,0,0,2,2,0,1,2,1.1578471825442826,-0.32011511644732077
1,0,1,1,1.6225659598825113,1,2,1,2,0,2,0,2,2,2,1,0,1.3522855555609077,2.320464284115816
1,0,0,1,-0.8341979503858065,1,0,2,1,1,1,1,1,1,2,0,0,-1.5127721801712473,-0.9186479202449512
